cntry_code,cntry_name,market_value_residence_2003,market_value_nationality_2003,mv_difference_nat_vs_res_2003,market_value_residence_2004,market_value_nationality_2004,mv_difference_nat_vs_res_2004,market_value_residence_2005,market_value_nationality_2005,mv_difference_nat_vs_res_2005,market_value_residence_2006,market_value_nationality_2006,mv_difference_nat_vs_res_2006,market_value_residence_2007,market_value_nationality_2007,mv_difference_nat_vs_res_2007,market_value_residence_2008,market_value_nationality_2008,mv_difference_nat_vs_res_2008,market_value_residence_2009,market_value_nationality_2009,mv_difference_nat_vs_res_2009,market_value_residence_2010,market_value_nationality_2010,mv_difference_nat_vs_res_2010,market_value_residence_2011,market_value_nationality_2011,mv_difference_nat_vs_res_2011,market_value_residence_2012,market_value_nationality_2012,mv_difference_nat_vs_res_2012,market_value_residence_2013,market_value_nationality_2013,mv_difference_nat_vs_res_2013,market_value_residence_2014,market_value_nationality_2014,mv_difference_nat_vs_res_2014,market_value_residence_2015,market_value_nationality_2015,mv_difference_nat_vs_res_2015,market_value_residence_2016,market_value_nationality_2016,mv_difference_nat_vs_res_2016,market_value_residence_2017,market_value_nationality_2017,mv_difference_nat_vs_res_2017,market_value_residence_2018,market_value_nationality_2018,mv_difference_nat_vs_res_2018,market_value_residence_2019,market_value_nationality_2019,mv_difference_nat_vs_res_2019,market_value_residence_2020,market_value_nationality_2020,mv_difference_nat_vs_res_2020,market_value_residence_2021,market_value_nationality_2021,mv_difference_nat_vs_res_2021,market_value_residence_2022,market_value_nationality_2022,mv_difference_nat_vs_res_2022,market_value_residence_2023,market_value_nationality_2023,mv_difference_nat_vs_res_2023,market_value_residence_2024,market_value_nationality_2024,mv_difference_nat_vs_res_2024
30708,CUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30805,DOMINICAN REPUBLIC,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,11,0,11,11,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
31003,ECUADOR,5,5,0,25,25,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,188,0,196,196,0,198,198
31089,EL SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31208,GUATEMALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0
31305,GUYANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31402,HAITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31488,HONDURAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607,JAMAICA,1,1,0,2,1,-1,2,0,-2,2,1,-1,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,18,17,0,21,21,0,104,104,0,104,104,0,121,121,0,71,71
31704,MEXICO,28192,28190,-2,37464,37461,-3,57533,57531,-2,82010,82003,-7,85269,85269,0,44701,44701,0,62785,62785,0,73957,73957,0,57704,57704,0,73257,73257,0,69308,69308,0,62928,62928,0,52534,53325,791,50085,51475,1390,63995,65064,1069,57898,57898,1,56824,56830,6,56050,56058,8,66826,68613,1787,66257,68303,2046,83411,86047,2636,59175,60498,1322
31801,NICARAGUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31887,PANAMA,14822,805,-14017,19450,1054,-18396,20998,1727,-19271,21340,792,-20548,25285,491,-24794,2306,572,-1734,17330,932,-16398,21751,1362,-20389,16210,1525,-14685,18053,2439,-15614,21888,4178,-17710,19757,3348,-16409,19821,1838,-17983,21273,2808,-18464,25578,3645,-21932,17585,3,-17582,20298,480,-19818,14592,538,-14054,16224,2439,-13784,10287,2653,-7634,18627,2484,-16143,24079,1916,-22163
32107,PARAGUAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,5,5,0,20,20,0,0,0,0,0,0,0,51,51,0,50,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32204,PERU,1087,1142,55,666,813,147,870,1046,176,925,1461,536,1678,2973,1296,1292,2082,791,2213,3412,1200,3459,5816,2357,3148,5463,2315,3394,6820,3426,1937,5223,3287,1656,5641,3986,858,3468,2609,1746,5973,4227,2437,9018,6581,3345,10503,7158,2508,8935,6427,2702,8062,5360,2030,6258,4228,898,5642,4744,2216,7553,5337,1032,7409,6377
32409,TRINIDAD AND TOBAGO,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,4,4,0,2,2,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32603,URUGUAY,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,25,25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487,3487,0,1551,1550,0,2433,2433,0,1461,1461
32719,VENEZUELA,405,405,0,630,630,0,481,481,0,940,940,0,416,416,0,208,208,0,138,138,0,92,92,0,61,61,0,47,47,0,71,71,0,59,59,0,234,234,0,6,6,0,74,74,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35203,ANTIGUA AND BARBUDA,1,1,0,12,7,-5,32,17,-15,33,19,-14,127,51,-76,29,0,-28,114,5,-109,112,1,-111,44,0,-44,66,4,-62,134,0,-134,0,0,0,147,0,-147,143,143,0,149,149,0,118,0,-118,104,0,-104,19,0,-19,0,0,0,0,0,0,0,0,0,0,0,0
35254,ARUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35319,"BAHAMAS, THE",1786,785,-1001,1632,1303,-329,2250,1773,-477,897,77,-820,1047,276,-771,454,53,-401,654,78,-576,1050,84,-966,562,48,-515,581,32,-550,759,218,-541,898,263,-635,31,28,-3,89,8,-81,865,52,-813,532,452,-81,925,85,-841,747,57,-690,938,85,-853,734,20,-714,1277,1,-1276,1839,17,-1822
35602,BERMUDA,106515,8524,-97991,151432,12813,-138619,170007,14240,-155767,184597,7230,-177367,247784,8163,-239621,136968,2799,-134169,113929,3156,-110773,123512,3321,-120191,110977,2020,-108957,129092,10393,-118699,159587,9329,-150257,169713,9621,-160092,154003,5143,-148860,175022,2146,-172876,194625,4678,-189947,168278,7982,-160296,198300,7179,-191121,195820,6343,-189477,190893,2335,-188557,150585,5713,-144872,160274,6244,-154029,167907,5838,-162069
35718,BELIZE,25,28,3,26,32,6,41,41,0,27,27,0,56,56,0,23,23,0,17,17,0,18,12,-5,18,4,-13,40,3,-37,32,2,-30,2,2,0,1,1,0,1,1,0,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35807,BRITISH VIRGIN ISLANDS,1589,160,-1429,3104,775,-2329,4739,1320,-3419,3698,1139,-2559,4263,1440,-2823,2413,577,-1835,3410,1076,-2334,5349,1466,-3883,6911,1390,-5521,12207,2353,-9854,24038,7506,-16532,21532,6393,-15140,12835,3646,-9190,9146,632,-8513,14744,2248,-12495,12873,1988,-10885,15966,1442,-14523,17223,972,-16252,24361,1409,-22952,15659,1247,-14412,13303,867,-12437,12787,1322,-11465
36137,CAYMAN ISLANDS,35661,3511,-32150,56470,7393,-49077,82006,21965,-60041,101227,4408,-96819,158802,10881,-147921,35913,3733,-32180,83673,5431,-78242,98017,7838,-90179,93636,7477,-86159,120539,30491,-90047,276607,125364,-151243,240584,60525,-180059,285418,55654,-229765,238084,6637,-231447,546941,50578,-496363,482897,72640,-410257,608834,57277,-551557,972374,95936,-876438,685495,13590,-671905,560433,81129,-479304,502411,66104,-436307,614366,66757,-547609
36161,"BONAIRE, SINT EUSTATIUS, & SABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,CURACAO,0,0,0,0,0,0,0,14,14,0,11,11,0,12,12,0,10,10,0,8,8,0,26,26,0,34,34,0,50,50,76868,50,-76818,71645,702,-70943,62020,43,-61977,83577,8,-83569,67578,63,-67515,35010,31,-34979,39350,9,-39342,20529,12,-20518,27346,20,-27325,51913,257,-51656,51425,0,-51424,37418,0,-37417
36196,SINT MAARTEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36218,DOMINICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36307,FALKLAND ISLANDS,0,0,0,0,0,0,1,1,0,1,1,0,3,1,-2,1,1,0,4,1,-2,29,2,-28,17,0,-17,24,0,-24,18,1,-17,12,10,-2,5,0,-5,1,0,-1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36404,FRENCH GUIANA,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36471,ST MARTIN & ST BARTHELEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36706,GRENADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36803,GUADELOUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37001,AND SMALLER FRENCH ISLANDS IN THE WEST INDIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37109,MONTSERRAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37206,NETHERLANDS ANTILLES,23302,2537,-20765,28669,2974,-25695,45195,4194,-41001,56043,48,-55995,87646,258,-87389,36912,176,-36736,55867,216,-55650,81540,298,-81241,60302,187,-60115,60055,524,-59531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37303,SAINT KITTS AND NEVIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37508,SAINT LUCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37605,SAINT VINCENT AND THE GRENADINES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37702,SURINAME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37818,TURKS AND CAICOS ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
40401,AFGHANISTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40703,BAHRAIN,0,0,0,0,0,0,0,0,0,16,16,0,194,194,0,52,52,0,8,8,0,19,19,0,16,16,0,23,23,0,23,23,0,345,345,0,212,214,2,237,237,0,123,124,1,99,99,0,356,356,0,234,234,0,299,299,0,47,47,0,82,82,0,85,85,0
40746,BANGLADESH,0,0,0,0,0,0,0,0,0,4,4,0,163,163,0,46,46,0,12,12,0,69,69,0,79,79,0,102,102,0,235,235,0,580,580,0,564,564,0,578,551,-27,841,803,-38,704,673,-31,592,572,-20,476,421,-55,426,426,0,239,239,0,171,171,0,110,110,0
40819,BHUTAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41009,BRUNEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41106,BURMA (MYANMAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41203,CAMBODIA,0,0,0,0,0,0,0,0,0,0,2,2,0,38,38,0,44,44,0,30,30,0,42,42,0,68,68,0,200,200,0,511,511,0,350,350,0,200,200,0,213,213,0,363,363,0,476,476,0,598,598,0,372,372,0,163,163,0,156,156,0,60,60,0,44,44
41319,SRI LANKA,33,33,0,31,31,0,74,74,0,145,145,0,166,166,0,64,64,0,224,224,0,704,704,0,529,529,0,557,557,0,586,586,0,819,819,0,540,540,0,399,399,0,497,497,0,338,338,0,333,333,0,183,183,0,113,113,0,47,48,1,78,80,2,49,52,3
41408,"CHINA, MAINLAND",12878,24170,11292,11641,23211,11570,26505,44561,18056,73796,116097,42301,95598,192591,96993,53170,100556,47386,101382,195969,94588,100366,232836,132471,73482,190186,116704,90112,221431,131319,97683,261726,164043,125835,329422,203587,98380,346013,247633,95161,328766,233605,154118,645327,491209,147388,558685,411298,200093,725292,525200,246949,1014550,767600,262419,783385,520965,220332,606328,385996,195859,527969,332110,219044,628796,409752
42005,HONG KONG,36072,30965,-5107,35153,38039,2886,43739,46649,2910,84603,76192,-8411,117827,106079,-11748,59604,48595,-11009,88966,80291,-8675,129493,110977,-18516,108146,91886,-16259,133051,113788,-19263,128588,131576,2988,132335,128454,-3880,123572,124343,771,111749,120713,8964,146560,165792,19231,150707,155026,4320,160171,175635,15464,149949,190999,41050,130165,187605,57440,113606,165365,51760,90676,113890,23214,80954,106010,25056
42102,INDIA,18407,18406,-1,23091,23089,-2,32666,32664,-2,47590,47486,-104,81378,81385,6,28800,28892,92,61309,61513,204,86286,86621,335,54364,54751,388,74065,74549,483,81778,83033,1255,121107,122854,1747,119281,120671,1389,121962,123311,1349,178919,181555,2636,162306,164082,1776,182701,187454,4753,219328,224709,5381,288062,292302,4239,272288,276234,3946,337533,341425,3892,367380,371033,3654
42218,INDONESIA,4371,4371,0,6096,6100,4,7126,7126,0,11463,11463,0,15075,15077,2,7017,7017,0,15461,15461,0,25237,25250,12,27156,27105,-51,30324,26427,-3898,24124,20874,-3250,31904,31908,4,25377,25377,0,30336,30336,0,39773,39810,38,33925,33957,32,36233,36277,44,30173,30202,29,33582,33620,39,36149,36189,40,41259,41290,31,35614,37609,1995
42307,IRAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42404,IRAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
42501,ISRAEL,16267,16289,22,19030,19046,16,29113,29132,19,25899,25839,-60,38800,38799,-1,30869,30868,-1,44208,44206,-2,44684,44692,8,37006,37044,38,37128,35686,-1442,46048,40753,-5295,56727,54573,-2154,60895,67196,6301,45929,51065,5136,48131,48884,753,46393,47451,1058,50222,55954,5733,70205,81632,11427,90106,87723,-2383,65776,64289,-1487,71584,68515,-3069,94771,91611,-3160
42609,JAPAN,255126,255144,18,329834,329873,39,492105,492212,107,541878,542100,222,525725,525880,155,343618,343720,102,367560,367646,86,445144,445173,29,387208,387247,39,421790,421817,27,597475,597503,28,579876,581554,1678,684375,684537,162,686556,686798,243,894686,894879,192,749480,749969,490,906776,907122,346,994388,994613,225,1010065,1010109,45,825160,825167,7,972353,972363,10,988334,988596,262
42706,JORDAN,40,40,0,18,18,0,40,40,0,28,28,0,83,83,0,52,52,0,65,63,-1,87,87,0,106,106,0,142,142,0,162,162,0,196,196,0,136,136,0,147,147,0,148,148,0,115,115,0,97,97,0,35,35,0,28,130,101,39,151,112,19,195,176,8,301,293
43001,"KOREA, SOUTH",47327,47327,0,64450,64448,-2,105593,105587,-6,110041,110037,-4,125458,125445,-14,44001,44001,0,85287,85277,-9,118933,118921,-12,112952,112942,-10,136417,136429,12,140705,140792,88,133586,132634,-952,131475,131463,-11,143211,142813,-398,226288,226260,-29,177519,177497,-21,196318,196297,-20,255769,255655,-114,235029,235030,1,168773,168784,11,213816,214007,192,162086,162316,230
43109,KUWAIT,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-8,62,62,0,117,117,0,235,235,0,283,283,0,290,290,0,535,535,0,788,788,0,645,643,-2,574,491,-83,640,550,-90,1536,1379,-157,2649,2409,-240,3643,3643,0,4736,4742,5,6396,6400,4,5806,5806,0,7185,7185,0
43303,LAOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43419,LEBANON,23,23,0,49,49,0,100,100,0,87,87,0,141,141,0,90,90,0,136,136,0,166,166,0,153,153,0,150,150,0,85,85,0,241,241,0,88,88,0,79,79,0,57,57,0,32,32,0,5,5,0,8,8,0,15,15,0,26,26,0,38,39,1,1,2,1
43508,MACAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43605,MALAYSIA,4055,3974,-81,6446,6691,245,6901,7177,276,10754,11041,287,17637,18041,404,6658,6916,258,12056,12249,193,20097,20099,2,20506,20506,0,25056,25056,0,28287,28318,31,25244,25319,75,19596,19637,41,18467,18493,27,26211,26242,31,21965,22004,39,20716,20765,49,18459,18498,38,17141,17274,133,16417,16549,133,16267,16294,27,20534,20675,141
43702,MALDIVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43818,MONGOLIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
44105,OMAN,0,0,0,0,0,0,90,90,0,252,252,0,786,786,0,262,262,0,233,233,0,306,306,0,280,280,0,387,387,0,475,475,0,630,630,0,334,334,0,300,280,-20,159,159,0,156,131,-25,143,114,-29,50,50,0,41,41,0,39,39,0,33,33,0,66,66,0
44202,NEPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407,"KOREA, NORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44709,PAKISTAN,85,85,0,111,111,0,363,363,0,773,773,0,1428,1428,0,434,434,0,491,491,0,881,881,0,677,677,0,1025,1025,0,1269,1269,0,2065,2065,0,1811,1811,0,2763,2763,0,2116,2113,-3,1343,1344,2,1272,1274,2,796,817,21,438,438,0,264,264,0,337,337,0,346,346,0
44806,PHILIPPINES,1484,1467,-17,2064,2064,0,3058,3058,0,6049,6049,0,9869,9869,0,4267,4264,-2,6086,6086,0,9020,9020,0,9263,9263,0,14582,14582,0,13861,13798,-63,18277,18153,-124,16307,16287,-19,15738,15732,-6,20882,20901,19,19300,19294,-6,19980,19976,-5,14558,14551,-7,14201,14208,7,10436,10441,5,10947,10948,1,10984,10984,0
45004,EAST TIMOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45101,QATAR,0,0,0,1,1,0,0,0,0,0,0,0,355,355,0,393,393,0,366,366,0,651,651,0,708,708,0,786,786,0,1570,1570,0,2837,2837,0,2423,2423,0,3227,3247,20,3439,3439,0,5728,5728,0,6292,6292,0,5870,5870,0,7194,7194,0,8281,8281,0,7972,7972,0,7850,7850,0
45608,SAUDI ARABIA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,5,5,0,16,16,5,34,29,88,168,80,267,355,89,655,811,157,15113,15353,240,20866,20601,-265,32368,32368,0,36409,36410,1,43538,43535,-3,44850,44852,1
46019,SINGAPORE,21921,15727,-6194,23475,18961,-4514,28698,24490,-4208,42819,36551,-6268,53827,45335,-8492,22800,21310,-1490,42349,39445,-2905,51049,47443,-3606,44105,38397,-5708,53226,47761,-5465,56342,45948,-10394,67854,46673,-21181,77000,39088,-37912,94525,37229,-57296,136769,52316,-84452,47544,44862,-2682,51985,51953,-32,46573,70615,24042,52728,89303,36575,59638,65623,5985,60738,59742,-995,103064,112078,9014
46205,SYRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46302,TAIWAN,26936,27097,161,34530,34522,-8,57053,57254,201,74189,75186,997,80891,82114,1223,41121,41392,271,76495,76977,482,94115,94498,383,71696,72361,666,87305,88610,1305,97830,100066,2236,114008,115654,1646,107507,109159,1652,130239,131516,1277,177691,181473,3782,157941,162026,4085,214775,221425,6651,304166,320059,15893,369016,387774,18758,231211,241270,10059,315550,326600,11051,460616,469724,9108
46418,THAILAND,6323,6333,10,5759,5760,1,8768,8773,5,10823,10842,19,15748,15775,27,6578,6587,9,12792,12967,174,20988,21283,295,21283,21963,680,33182,34048,866,28324,29052,728,33961,33990,29,26807,26830,23,34035,34075,40,46522,46552,30,34209,36034,1824,36688,36688,0,28165,28165,0,28249,28249,0,32453,32453,0,27713,27713,0,27161,27161,0
46604,UNITED ARAB EMIRATES,0,7,7,0,44,44,45,230,185,29,244,215,832,1448,616,315,440,125,596,879,284,958,1268,310,999,1315,316,1568,1896,327,3731,4431,700,5244,6511,1267,5970,6611,641,7171,7608,438,8512,9420,908,7603,7609,5,7249,7253,3,5776,5856,80,10558,10729,172,14748,14588,-160,17274,17146,-128,24086,23798,-288
46906,VIETNAM,0,0,0,0,0,0,0,0,0,0,0,0,11,59,48,6,8,2,176,174,-2,406,398,-8,652,641,-10,1073,1065,-8,1392,1387,-5,1778,1778,0,1978,1984,5,1934,1906,-28,2883,2889,6,2605,2605,0,2368,2368,0,2479,2479,0,3144,3150,6,2043,2072,28,2478,2785,308,3105,3336,231
47104,YEMEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
